name,ac_1,ac_2,prop_1,prop_2,prop_diff_squared,similarity,smiles_1,smiles_2
CHEMBL218_EC50_fp,530,609,0.0,0.9396884343132532,0.883014353582093,0.38028169014084506,COC(=O)c1c(N)nc2ccccn12,O=C(Nc1cc2ccc(Nc3ccccc3)cc2cn1)C1CC1
CHEMBL218_EC50_fp,998,47,0.017880365289798496,0.9396884343132532,0.8497301161167502,0.33766233766233766,Cc1nnc(-c2ccccc2)c(C#N)n1,Cc1ccc(F)cc1-c1cc2cnc(NC(=O)C3CC3)cc2c(C#N)n1
CHEMBL218_EC50_fp,532,609,0.07582559684896653,0.9396884343132532,0.7462590019518487,0.36486486486486486,CC1=CN2CC(=O)NN=C2C=C1,Cc1ccc(F)cc1-c1cc2cnc(NC(=O)C3CC3)cc2c(N2CCNCC2)n1
CHEMBL218_EC50_fp,162,530,1.0,0.0,1.0,0.16455696202531644,CC(=O)c1ccccc1-c1ncnc2[nH]ccc12,O=C(Nc1cc2ccc(-c3cccc4[nH]cnc34)cc2cn1)C1CC1
CHEMBL218_EC50_fp,592,162,0.09040787992982993,1.0,0.827357824893747,0.16666666666666666,O=C1Cc2cc(-c3ccccc3)cnc2N1,O=C(Nc1cc2ccc(Nc3ccccc3)cc2cn1)C1CC1
CHEMBL218_EC50_fp,164,530,1.0,0.0,1.0,0.1527777777777778,NC(=O)c1cc2ccncc2s1,N#Cc1ccncc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL218_EC50_fp,165,530,1.0,0.0,1.0,0.2028985507246377,Nc1n[nH]c2ncc(Br)cc12,Nc1ccc(-c2ccc3cc(NC(=O)C4CC4)ncc3c2)cn1
CHEMBL218_EC50_fp,163,530,1.0,0.0,1.0,0.14285714285714285,N#Cc1cnc2c(Br)cnn2c1N,N#Cc1ccncc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL218_EC50_fp,161,530,0.995754709427232,0.0,0.9915274413465112,0.16666666666666666,CC(=O)Nc1cc2ccccn2n1,O=C(Nc1cc2ccc(Nc3ccccc3)cc2cn1)C1CC1
CHEMBL218_EC50_fp,160,530,0.9917069471951966,0.0,0.9834826691152164,0.2153846153846154,Clc1cc2nnc(-c3ccccc3)n2cn1,Cc1c(Cl)cccc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL264_Ki_fp,2181,1486,0.0,1.0,1.0,0.18309859154929578,CC[C@H](C)[C@H](NC(=O)[C@H](CS)NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CS)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCC(N)=O)C(=O)O)C(C)C)[C@@H](C)O,C[C@@]12C[C@@H](NS(=O)(=O)c3ccccc3F)[C@](C)(O1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12
CHEMBL264_Ki_fp,1948,871,0.07390847356940626,0.9915999619010301,0.8421576677563107,0.2676056338028169,CC[C@H](C)[C@H](NC(=O)[C@H](CS)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CS)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCC(N)=O)C(=O)O)C(C)C)[C@@H](C)O,C[C@@]12C[C@@H](NS(=O)(=O)c3ccccc3F)[C@](C)(O1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12
CHEMBL264_Ki_fp,1164,101,0.0843794746473475,0.9878275646710005,0.8162184513673866,0.3181818181818182,CC(C)C[C@H](NC(=O)[C@H](CS)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CS)NC(=O)[C@H](C)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CS)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CS)C(=O)O)[C@@H](C)O,C[C@@]12C[C@@H](NS(=O)(=O)c3ccccc3F)[C@](C)(O1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12
CHEMBL264_Ki_fp,1947,2414,0.09564590173003042,1.0,0.8178563350576898,0.25862068965517243,CC[C@H](C)[C@H](NC(=O)[C@H](CS)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CS)NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCC(N)=O)C(=O)O)C(C)C)[C@@H](C)O,C[C@@]12C[C@@H](NS(=O)(=O)c3ccccc3F)[C@](C)(O1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12
CHEMBL264_Ki_fp,1149,101,0.10270036113177322,0.9878275646710005,0.7834501664451728,0.3,CC[C@H](C)[C@H](NC(=O)[C@H](CS)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CS)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCC(N)=O)C(=O)O)C(C)C)[C@@H](C)O,C[C@@]12C[C@@H](NS(=O)(=O)c3ccccc3F)[C@](C)(O1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12
CHEMBL264_Ki_fp,434,828,0.1070845762363256,0.9907141886892895,0.7808012920037751,0.21052631578947367,CC12CC(C)(C(=O)Nc3nncs3)C(c3ccccc31)c1ccccc12,C[C@@]12C[C@@H](NS(=O)(=O)c3ccccc3F)[C@](C)(O1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12
CHEMBL264_Ki_fp,2465,1179,0.12716907129155508,0.995350897880055,0.7537396840185436,0.24390243902439024,C[C@@]12C[C@@H](NS(=O)(=O)c3ccccc3F)[C@](C)(O1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,CC[C@H](C)[C@H](NC(=O)[C@H](CS)NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CS)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCC(N)=O)C(=O)O)C(C)C)[C@@H](C)O
CHEMBL264_Ki_fp,1154,101,0.138435498374238,0.9878275646710005,0.721466882287884,0.29577464788732394,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)C2C1C1CC[C@@]3(CCC(=O)O3)[C@@]1(C)[C@H]1O[C@@H]21,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O
CHEMBL264_Ki_fp,1951,1108,0.13694587937472552,1.0,0.7448624151282658,0.18823529411764706,CC12CCC(C)(O1)[C@@H]1C(=O)N(c3ccc(C#N)c(I)c3)C(=O)[C@@H]12,CC[C@H](C)[C@H](NC(=O)[C@H](CS)NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CS)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCC(N)=O)C(=O)O)C(C)C)[C@@H](C)O
CHEMBL264_Ki_fp,1950,897,0.14963366649439425,1.0,0.7231229011597671,0.20481927710843373,C=C[C@@](O)(c1nc2cc(Cl)c(Cl)cc2[nH]1)C(F)(F)F,CC[C@H](C)[C@H](NC(=O)[C@H](CS)NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CS)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCC(N)=O)C(=O)O)C(C)C)[C@@H](C)O
CHEMBL2971_Ki_fp,166,513,0.0,0.9908485018878651,0.9817807536934264,0.2112676056338028,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,C[C@H]1c2c(F)c(-c3cccc4cc[nH]c34)c(F)c(Cl)c2NC(C)(C)[C@@H]1O
CHEMBL2971_Ki_fp,78,384,0.0,0.991721462968355,0.9835114601120942,0.21428571428571427,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,C[C@H]1c2c(F)c(-c3cccc4cc[nH]c34)c(F)c(Cl)c2NC(C)(C)[C@@H]1O
CHEMBL2971_Ki_fp,188,503,0.0,1.0,1.0,0.1518987341772152,CC(C)C[C@H]1COc2cc(F)ccc2N1C(=O)c1ccc2c(c1)NC(=O)CC2,CC(C)Cc1cc2c(cc1Cl)OC[C@H](CC(N)=O)N2C(=O)c1ccc2c(c1)NC(=O)CO2
CHEMBL2971_Ki_fp,212,39,0.0,1.0,1.0,0.19117647058823528,O=c1cc(C(F)(F)F)c2cc3c(cc2[nH]1)OCCN3CC(F)(F)F,CC(C)Cc1cc2c(cc1Cl)OC[C@H](CC(N)=O)N2C(=O)c1ccc2c(c1)NC(=O)CO2
CHEMBL2971_Ki_fp,105,39,0.0,1.0,1.0,0.1388888888888889,O=c1cc(C(F)(F)F)c2cc3c(cc2[nH]1)OCCN3CC1CC1,CC(C)Cc1cc2c(cc1Cl)OC[C@H](CC(N)=O)N2C(=O)c1ccc2c(c1)NC(=O)CO2
CHEMBL2971_Ki_fp,169,345,0.020000003797061225,1.0,0.9603999925577602,0.2222222222222222,C=C1C=C(C)CC(C)(C)C1(O)Cc1ccc([N+](=O)[O-])cc1,CC12CC(C)(C(=O)Nc3nccs3)C(c3ccccc31)c1ccccc12
CHEMBL2971_Ki_fp,164,341,0.020000003797061225,1.0,0.9603999925577602,0.20512820512820512,CC1COc2cc3[nH]c(=O)cc(C(F)(F)F)c3cc2N1CC(F)(F)F,CC(C)Cc1cc2c(cc1Cl)OC[C@H](CC(N)=O)N2C(=O)c1ccc2c(c1)NC(=O)CO2
CHEMBL2971_Ki_fp,111,67,0.020000003797061225,0.9799969125098784,0.9215940647381653,0.16417910447761194,C[C@@H]1CC[C@H]([C@@H](O)C(F)(F)F)N1c1ccc2[nH]c(=O)cc(C(F)(F)F)c2c1,C[C@@](O)(c1cccc(C#N)c1)[C@H]1CCCC2=Cc3c(-c4ccc(F)cc4)ncn3C[C@@]21C
CHEMBL2971_Ki_fp,277,503,0.020000003797061225,1.0,0.9603999925577602,0.1728395061728395,C=C1C=C(C)CC(C)(C)C1Cc1ccc2nonc2c1,C=CCC1Oc2ccc(O)c(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3
CHEMBL2971_Ki_fp,181,473,0.020000003797061225,1.0,0.9603999925577602,0.15151515151515152,C=C1C=C(C)CC(C)(C)C1Sc1ccc([N+](=O)[O-])cc1,C=CCC1Oc2ccc(O)c(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3
CHEMBL238_Ki_fp,259,1005,0.0,0.9870387427943842,0.9742454797771183,0.23529411764705882,Cc1ccc2nc(-c3cc(Cl)ccn3)c(NCc3ccccc3)n2c1,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C[C@H]1C[C@H]3O
CHEMBL238_Ki_fp,226,807,0.028404272618277885,0.9878384893447685,0.9205140162255742,0.18181818181818182,Cc1cc(C(=O)O)cc2sc(N3C4CCC3CC(OCc3c(-c5ccccc5OC(F)(F)F)noc3C3CC3)C4)nc12,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C[C@H]1C[C@H]3O
CHEMBL238_Ki_fp,391,444,0.029585171803949425,1.0,0.9417049387827703,0.2413793103448276,O=C(O)c1ccc2nc(N3C4CCC3CC(OCc3c(-c5ccccc5OC(F)(F)F)noc3C3CC3)C4)sc2c1,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C[C@H]1C[C@H]3O
CHEMBL238_Ki_fp,260,28,0.04216659338146202,0.9957392410382933,0.9093007943592593,0.21666666666666667,O=C(O)c1cc(F)c2nc(N3C4CCC3CC(OCc3c(-c5ccccc5OC(F)F)noc3C3CC3)C4)sc2c1,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C[C@H]1C[C@H]3O
CHEMBL238_Ki_fp,227,807,0.04523105643275982,0.9878384893447685,0.8885087725809667,0.2328767123287671,COc1cc(C(=O)O)cc2sc(N3C4CCC3CC(OCc3c(-c5ccccc5OC(F)(F)F)noc3C3CC3)C4)nc12,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C[C@H]1C[C@H]3O
CHEMBL238_Ki_fp,498,259,1.0,0.0,1.0,0.14285714285714285,O=C(O)c1cc(F)c2nc(N3C4CCC3CC(OCc3c(-c5ccccc5C(F)(F)F)noc3C3CC3)C4)sc2c1,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C[C@H]1C[C@H]3O
CHEMBL238_Ki_fp,784,85,0.05616091704738517,0.9907990520437648,0.8735484433895107,0.18292682926829268,CC(C)OC(=O)C1=CN(C(=O)c2cccc(F)c2)CC(C)(C)c2cc(C#N)[nH]c21,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C[C@H]1C[C@H]3O
CHEMBL238_Ki_fp,51,391,0.9991310551608853,0.029585171803949425,0.940019219934381,0.2054794520547945,CC(C)(C)c1ccc(C(=O)NCc2ccc(SC(F)(F)F)cc2)cc1,CC(C)(C)c1ccc(C(=O)NCc2ccc(CC(=O)O)cc2)cc1
CHEMBL238_Ki_fp,219,807,0.056892117375665296,0.9878384893447685,0.8666611474824355,0.1643835616438356,COc1ccc(CNc2c(-c3cc(Cl)ccn3)nc3ccc(Cl)cn23)cc1,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C[C@H]1C[C@H]3O
CHEMBL238_Ki_fp,444,391,1.0,0.029585171803949425,0.9417049387827703,0.2413793103448276,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2nc3ccc(C(=O)O)cc3n2C)c(Cl)c1,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1cccc(C(=O)O)c1
CHEMBL228_Ki_fp,369,1600,0.0,0.978655803050389,0.9577671808442014,0.3392857142857143,COc1ccc(C(=O)Nc2ccccn2)cc1,COc1ccc(C#N)c(CNC(=O)Cn2c(Cl)cnc(NCCc3ccccn3)c2=O)c1
CHEMBL228_Ki_fp,314,455,0.010365238937961738,0.99148880583322,0.962603453517274,0.2222222222222222,NC(=O)c1ccc(Cl)s1,C/C(=C\S(=O)(=O)N[C@H]1CCN([C@@H](C)C(=O)N2CCOCC2)C1=O)c1ccc(Cl)s1
CHEMBL228_Ki_fp,121,105,0.011889402292453208,0.99148880583322,0.9596149914174261,0.48148148148148145,N=C(N)c1cccc(CNC(=O)c2cc3cc(N)ccc3n2Cc2cccc(C(=N)N)c2)c1,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](CCCCN)NS(=O)(=O)Cc2ccccc2)cc1
CHEMBL228_Ki_fp,671,1655,0.029187704684859112,0.9982316263983954,0.93904612220995,0.24,NCc1ccc(C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)NCc2ccccc2)cc1,NCc1ccc(C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCCCC2)cc1
CHEMBL228_Ki_fp,542,1592,0.03379435429470272,1.0,0.9335533497927907,0.2608695652173913,N=C(N)c1cccc(C(=N)Nc2cccc3ccccc23)c1,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](CCCCN)NS(=O)(=O)Cc2ccccc2)cc1
CHEMBL228_Ki_fp,342,1418,0.03743975631105003,1.0,0.926522222730531,0.13333333333333333,Nc1[nH]ccc2nc(-c3cccc(-c4cccc(CNC(=O)[C@@H](O)Cc5ccccc5)c4)c3O)cc1-2,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1CC(=O)NCc1ccccc1-n1cncn1
CHEMBL228_Ki_fp,1473,88,0.039891651271028075,0.9765708846432594,0.8773679862307904,0.22058823529411764,O=C(NCc1cccc(-c2cccc(-c3cc4c[nH]ccc-4n3)c2O)c1)[C@@H](O)Cc1ccccc1,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1CC(=O)NCc1ccccc1-n1cncn1
CHEMBL228_Ki_fp,6,696,0.06564540848975696,1.0,0.8730185026762733,0.14545454545454545,N=C(N)c1ccc(CC(=O)N2CCN(C(=O)O[C@H]3CCC[C@@H](OC(=O)N4CCN(C(=O)NCCC5CCNCC5)CC4)CCC3)CC2)cc1,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](CCCCN)NS(=O)(=O)Cc2ccccc2)cc1
CHEMBL228_Ki_fp,364,1124,0.07364776966332816,1.0,0.8581284546497262,0.171875,O=C(NCc1cccc(Cl)c1)[C@@H]1CCCN1C(=O)CCC1CCCC1,NCc1ccc(Cl)cc1CNC(=O)[C@@H]1CCCN1C(=O)CNS(=O)(=O)Cc1ccccc1
CHEMBL228_Ki_fp,109,105,0.07448890569723193,0.99148880583322,0.8408888168494121,0.48214285714285715,N=C(N)c1ccc2[nH]c(-c3cccc(-c4cc(CNC(N)=O)ccc4O)c3O)nc2c1,N=C(N)c1ccc2[nH]c(-c3cc(Cl)cc(-c4cccc(N)c4)c3O)nc2c1
CHEMBL219_Ki_fp,894,362,0.0,0.964893685191662,0.931019823722746,0.26666666666666666,Nc1cc2nc(-c3ccccc3)cn2cn1,Cn1ncc(NC(=O)c2nc(-c3ccccc3)ccc2N)c1N1CCC(N)CC1
CHEMBL219_Ki_fp,1830,863,0.07265701667645166,0.9804389848047581,0.8240681016589014,0.4032258064516129,O=C(O)c1csc2c1NCCNC2=O,Cn1ccc(-c2cc3c(-c4cccc(N5CCNCC5)n4)n[nH]c3cn2)cc1=O
CHEMBL219_Ki_fp,1568,1728,0.08130254235617435,0.9979781890519289,0.8402942412450798,0.1595744680851064,CNC(=O)c1cc(-c2ccccc2)[nH]n1,Cn1ncc(NC(=O)c2nc(-c3ccccc3)ccc2N)c1N1CCC(N)CC1
CHEMBL219_Ki_fp,492,97,0.11959743034234054,0.9024880152566129,0.612917667947412,0.5769230769230769,CC(=O)c1ccccc1-c1ncnc2[nH]ccc12,COc1ncccc1-c1nc(C(=O)Nc2cnn(C)c2N2CCC[C@H](N)CC2)c(N)s1
CHEMBL219_Ki_fp,1531,1524,0.14108514127119753,0.9196769217667802,0.6062051606552818,0.5,O=C(Nc1ccccc1)Nc1ccccn1,COC1CCN(c2c(NC(=O)c3nc(-c4ccccn4)sc3N)cnn2C)CCC1N
CHEMBL219_Ki_fp,270,944,0.15419326159620841,0.999118976240928,0.7138994632678902,0.2891566265060241,c1ccc2c(c1)Cc1c[nH]nc1-2,Fc1ccccc1-c1n[nH]c2cnc(-c3cnccc3OCC3CCCNC3)cc12
CHEMBL219_Ki_fp,895,1550,0.15141013492056363,0.999118976240928,0.7186102796527145,0.25,c1ccc(C2Cc3cn[nH]c3C2)cc1,NCC1CCN(c2cncc(-c3n[nH]c4cnc(-c5cccnc5)cc34)c2)CC1
CHEMBL219_Ki_fp,1583,1728,0.15224175254657243,0.9979781890519289,0.715270120032779,0.2222222222222222,O=C1NS(=O)(=O)c2ccc(Cl)cc21,O=c1[nH]c(CNc2cccc(O)c2)nc2c1sc1ccc(Cl)cc12
CHEMBL219_Ki_fp,367,1550,0.15141013492056363,0.999118976240928,0.7186102796527145,0.2878787878787879,NC(=O)c1cc(-c2cccs2)n2nccc2n1,NC(=O)c1cc(Cl)c2c(Cl)c(C#CC3CNCCO3)n([C@H]3CCCNC3)c2n1
CHEMBL219_Ki_fp,1843,75,0.16374404515717517,0.98401748685157,0.6728485191491674,0.32558139534883723,Nc1ncnc2c1C(=O)Nc1ccccc1N2,Cn1ncc(NC(=O)c2nc(-c3c(F)cccc3F)sc2N)c1N1CCNCCC1=O
CHEMBL214_Ki_fp,1843,1658,0.005935927554605892,0.9678276827307959,0.9252357486759321,0.4,O=C1c2ccccc2C(=O)N1CCCCN1CCN(c2ccc3cc([N+](=O)[O-])ccc3n2)CC1,Nn1c(CCCCN2CCN(c3ccc4ccccc4n3)CC2)nc2c(c1=O)CCCC2
